source,title,author,price,tags,image,url,ai_caption,ai_palette,ai_tags,layout,font_style,aesthetic_style,confidence
Awwwards,,Driftime®,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68badc779ab40171455558.png,https://www.awwwards.com/sites/driftime-r,"Muted, undefined website layout with unspecified color palette and structure.","[""#000000"", ""#FFFFFF"", ""#CCCCCC"", ""#999999"", ""#333333""]","minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,fatfish,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b7416aca9e4408379227.jpg,https://www.awwwards.com/sites/metaltek,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.85
Awwwards,,Isadora Digital Agency,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bb2e2e6db91342690854.png,https://www.awwwards.com/sites/aps-payroll,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Wanaka,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68beeb2fc179d654733310.jpg,https://www.awwwards.com/sites/wanaka-studio,"Muted, undefined layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,sans-serif,minimal,0.45
Awwwards,,Bürocratik,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6891f8c6963ac110872520.jpg,https://www.awwwards.com/sites/18-years-of-buro,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,Square43 Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68baa317c78cd479956534.png,https://www.awwwards.com/sites/bombon-royal-swedish-candy,"Understated layout with muted palette and balanced spacing for a calm, neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,,,,,,"Muted, minimal website with understated colors and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.82
Awwwards,,Daybreak Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c821fecfc88034167800.png,https://www.awwwards.com/sites/dropbox-dash-x-mclaren-f1-team,"Muted, orderly web design with balanced spacing and understated minimalism.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,Extract Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68baee3e2ebb9699253831.jpg,https://www.awwwards.com/sites/hannah-miles,"Muted, neutral website with balanced spacing and understated minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Tractorbeam®,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bf5a5467abf993468101.jpg,https://www.awwwards.com/sites/mohonk-mountain-house,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,sans-serif,minimal,0.45
Awwwards,,KKPK,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689b66734ff2a196824704.png,https://www.awwwards.com/sites/mastercard-business-outcomes,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,Contra Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b9c686c9b20188116728.jpg,https://www.awwwards.com/sites/zarpazo,"Muted, minimal website with understated colors and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.85
Awwwards,,Valentina Pastushenko,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68ba8cef7b5a4299979934.jpg,https://www.awwwards.com/sites/minimalistic-portfolio,"Muted, neutral web composition with undefined layout and subdued tones.",[],"minimal, calm, soft, neutral",unknown,sans-serif,minimal,0.68
Awwwards,,Fonder Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68ba208031a82512253164.png,https://www.awwwards.com/sites/fonder-studio,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Ashfall Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68920d76158cf806140996.png,https://www.awwwards.com/sites/heidelberg-ccus,"Muted, minimal website with understated colors and balanced, uncluttered composition.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.85
Awwwards,,Wix Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b427624aab8084435742.png,https://www.awwwards.com/sites/maskatorium,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.","[""#000000"", ""#FFFFFF"", ""#CCCCCC""]","minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,NOPE Creative,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b705bfd2168580593806.png,https://www.awwwards.com/sites/online-hub-for-nope-ice-cream,"Understated website with a muted, neutral palette and balanced, spacious layout.",[],"minimal, calm, spacious, clean, modern",unknown,sans-serif,minimalist,0.85
Awwwards,,paul.jochum,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b985da6b4d3000033978.jpg,https://www.awwwards.com/sites/paul-jochum,"Calm, neutral website with a muted palette and balanced, understated layout.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,Bearplus,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b874d89d0fc418007105.png,https://www.awwwards.com/sites/we-are-silana,"Minimal website with muted colors, ample negative space, and a clean, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,modern,0.85
Awwwards,,Octavio Brehm,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b99029b46c6684266344.png,https://www.awwwards.com/sites/octavio-brehm,"Muted, minimal website with understated colors and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.82
Awwwards,,Studio Morfar,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68877c33eb39c070881002.jpg,https://www.awwwards.com/sites/purpose-talent,"Mood, color, and layout indeterminate due to missing visual data.",[],"minimal, clean, modern",unknown,unknown,unknown,0.1
Awwwards,,The First The Last,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5c07e5c5a6836493073.png,https://www.awwwards.com/sites/davincii,"Muted, neutral web composition with undefined layout and subdued tones.",[],"minimal, calm, soft, clean",unknown,sans-serif,minimal,0.68
Awwwards,,Valerii Kovita,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b7d6791f4bf746072604.jpg,https://www.awwwards.com/sites/vitalina-tattoo-artist,"Muted, balanced website with understated colors and uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.85
Awwwards,,syncity,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c45c0913d56366276903.jpg,https://www.awwwards.com/sites/syncity,"Mood, color, and layout are indeterminate due to missing visual information.",[],,unknown,unknown,unknown,0.0
Awwwards,,Leeroy,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6882714bca49b082053794.jpg,https://www.awwwards.com/sites/luminaire-authentik,"Understated, orderly website with a muted palette and balanced, spacious composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,modern,0.82
Awwwards,,justin parisio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b35d11cf41e354769511.png,https://www.awwwards.com/sites/service-plus-aquatics,"Understated, orderly web design with a muted palette and balanced spacing.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,General Condition,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5658d40cad819436018.png,https://www.awwwards.com/sites/general-condition-studio-2,"Mood, color, and layout indeterminate due to missing visual data.",[],"minimal, clean, modern",unknown,unknown,unknown,0.1
Awwwards,,Madalin,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b6feca1fb41047596602.jpg,https://www.awwwards.com/sites/aria-project,"Muted, balanced web composition with understated tones and uncluttered minimal layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.82
Awwwards,,ClaPat,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b6b85b65b35930216761.jpg,https://www.awwwards.com/sites/moz-agency,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Charles,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b56c039dfb3812483665.jpg,https://www.awwwards.com/sites/architecture-film,"Understated, orderly website with a muted palette and balanced, spacious composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Esimple,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5b839ae8af914666100.jpg,https://www.awwwards.com/sites/esimple-digital-agency,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,Surd Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68918c0faaee7338618089.jpg,https://www.awwwards.com/sites/wildy-riftian-portfolio,"Understated website with muted colors, balanced negative space, and minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Acoca.ben,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bab2f4a3af9386952317.png,https://www.awwwards.com/sites/twice-1,"Muted, spacious layout with understated colors for a calm and neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Orizon,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b55d4875c26814915679.jpg,https://www.awwwards.com/sites/borgo-delle-rose,"Muted palette and balanced spacing create a clean, uncluttered web layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Malvah,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/688a2c7d1507b955164810.jpg,https://www.awwwards.com/sites/bitter-creek,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,Manufactur,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b0a9e7ae02e742555600.jpg,https://www.awwwards.com/sites/forager-project,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,hvdhoef,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5519c5d769552539613.png,https://www.awwwards.com/sites/rabo-art-collection,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,,,,https://assets.awwwards.com/awards/689b1fa46c5ed1.15986415.png,,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,xianyao-wei,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b40f3f33cf5860811938.jpg,https://www.awwwards.com/sites/weisdevice,"Understated website with muted colors, balanced spacing, and orderly minimal composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.85
Awwwards,,Soleil Noir,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c012bcc1022392720690.jpg,https://www.awwwards.com/sites/soleil-noir,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,McArnolds,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c02c6395c44510002949.jpg,https://www.awwwards.com/sites/travel-sensations,"Understated website with muted palette and balanced negative space for a calm, minimal mood.","[""#000000"", ""#FFFFFF"", ""#CCCCCC"", ""#999999"", ""#333333""]","minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Resn,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/688bf5e53cfc1894599677.png,https://www.awwwards.com/sites/savor,"Muted, open composition with understated tones and undefined spacious layout.",[],"minimal, calm, spacious, soft",open,sans-serif,minimalist,0.81
Awwwards,,Vavan Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b040dcb9b7b588361219.jpg,https://www.awwwards.com/sites/daniele-marilia,"Muted, spacious layout with understated tones for a calm, neutral atmosphere.",[],"minimal, calm, spacious, soft",unknown,sans-serif,minimal,0.82
Awwwards,,gregorylewis,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b05d3f5765b930652324.png,https://www.awwwards.com/sites/good-looking-design,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Campari Group,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6889f2d3d95f9887717263.png,https://www.awwwards.com/sites/cynar,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Dennis Snellenberg,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6878a302b9c28800104087.jpg,https://www.awwwards.com/sites/truus,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,sans-serif,minimal,0.45
