source,title,url,image,dominant_colors,color_weights,primary_hex,primary_descriptor,elements,mood_keywords,confidence,caption,tags,cluster
Lapa Ninja (Post),Ethos Network,https://www.lapa.ninja/post/ethos-network/,https://cdn.lapa.ninja/assets/images/1x/ethos-network-thumb.webp,"[""#131415"", ""#cde5f9""]","{""#131415"": 0.4365, ""#cde5f9"": 0.2563}",#131415,dark neutral,"large typography, split screen, grid layout, video background, sidebar, search bar","creative, modern, minimal",0.72,Modern split screen layout with dark neutral tones and large typography.,"modern, minimal, dark, grid, creative, video-background",5
Lapa Ninja (Post),Yuna,https://www.lapa.ninja/post/yunastories/,https://cdn.lapa.ninja/assets/images/1x/yunastories-thumb.webp,"[""#fcf3ef"", ""#41328d""]","{""#fcf3ef"": 0.3958, ""#41328d"": 0.2349}",#fcf3ef,light neutral,"video background, rounded buttons, sidebar, search bar, avatar, footer","minimal, cool, calm",0.7,Minimal layout with light neutral video background and rounded buttons.,"minimal, calm, light, video-background, rounded-buttons, sidebar",6
Lapa Ninja (Post),Studio Size,https://www.lapa.ninja/post/studio-size/,https://cdn.lapa.ninja/assets/images/1x/studio-size-thumb.webp,"[""#040405"", ""#e8e3e4""]","{""#040405"": 0.456, ""#e8e3e4"": 0.1782}",#040405,dark neutral,"video background, rounded buttons, large typography, feature list, grid layout, sidebar","modern, futuristic, minimal",0.73,Modern grid layout with dark neutral video background and large typography.,"modern, minimal, dark, grid, video-background, rounded-buttons, typography",6
Lapa Ninja (Post),Den.Cool,https://www.lapa.ninja/post/den-cool/,https://cdn.lapa.ninja/assets/images/1x/den-cool-thumb.webp,"[""#f5f5f5"", ""#0d0d0d""]","{""#f5f5f5"": 0.7955, ""#0d0d0d"": 0.1324}",#f5f5f5,light neutral,"large typography, grid layout, icon list, rounded buttons, sidebar, video background","minimal, modern, futuristic",0.75,Minimal grid layout with light neutral background and large typography.,"minimal, modern, light, grid, typography, rounded-buttons, sidebar",3
Lapa Ninja (Post),LFG,https://www.lapa.ninja/post/lfg-cash/,https://cdn.lapa.ninja/assets/images/1x/lfg-cash-thumb.webp,"[""#050309"", ""#d65332""]","{""#050309"": 0.7157, ""#d65332"": 0.0974}",#050309,dark neutral,"icon list, feature list, video background, pricing cards, grid layout, sidebar","luxury, futuristic, cool",0.75,Dark neutral grid layout featuring a video background and an icon list.,"dark, grid, luxury, futuristic, video-background, icons",6
Lapa Ninja (Post),Sugar,https://www.lapa.ninja/post/sugar/,https://cdn.lapa.ninja/assets/images/1x/sugar-thumb.webp,"[""#eee3e0"", ""#2c2d32""]","{""#eee3e0"": 0.362, ""#2c2d32"": 0.2491}",#eee3e0,light muted red,"search bar, sidebar, rounded buttons, split screen, footer, video background","modern, futuristic, minimal",0.68,Modern split screen layout with light muted red background and rounded buttons.,"modern, minimal, light-muted-red, split-screen, rounded-buttons, sidebar",0
Lapa Ninja (Post),Todoist,https://www.lapa.ninja/post/todoist-5/,https://cdn.lapa.ninja/assets/images/1x/todoist-5-thumb.webp,"[""#fefcfb"", ""#f5e8dc""]","{""#fefcfb"": 0.859, ""#f5e8dc"": 0.0706}",#fefcfb,light neutral,"grid layout, rounded buttons, footer, large typography, search bar, top navigation","modern, minimal, professional",0.75,Modern grid layout with light neutral tones and large typography.,"modern, minimal, professional, grid, typography, rounded-buttons",3
Lapa Ninja (Post),Jose Ocando,https://www.lapa.ninja/post/joseocando/,https://cdn.lapa.ninja/assets/images/1x/joseocando-thumb.webp,"[""#e5e5df"", ""#0a2733""]","{""#e5e5df"": 0.4871, ""#0a2733"": 0.2701}",#e5e5df,light muted yellow,"rounded buttons, large typography, grid layout, icon list, search bar, sidebar","minimal, modern, professional",0.74,Minimal grid layout with light muted yellow background and large typography.,"minimal, modern, light, grid, professional, typography, rounded-buttons",3
Lapa Ninja (Post),Accordion,https://www.lapa.ninja/post/accordion/,https://cdn.lapa.ninja/assets/images/1x/accordion-thumb.webp,"[""#020202"", ""#e9c209""]","{""#020202"": 0.512, ""#e9c209"": 0.2373}",#020202,dark neutral,"video background, sidebar, rounded buttons, large typography, logo, feature list","modern, cool, artistic",0.75,Modern layout with dark neutral video background and large typography.,"modern, cool, dark, artistic, sidebar, rounded-buttons, feature-list",6
Lapa Ninja (Post),Alastair Strong Studio,https://www.lapa.ninja/post/alastairstrong/,https://cdn.lapa.ninja/assets/images/1x/alastairstrong-thumb.webp,"[""#ffffff"", ""#151313""]","{""#ffffff"": 0.6315, ""#151313"": 0.1613}",#ffffff,light neutral,"icon list, grid layout, large typography, video background, rounded buttons, avatar","futuristic, modern, minimal",0.75,Modern grid layout with light neutral background and large typography.,"modern, minimal, grid, light, large-typography, rounded-buttons, futuristic",3
Lapa Ninja (Post),FEASTIE,https://www.lapa.ninja/post/feastie/,https://cdn.lapa.ninja/assets/images/1x/feastie-thumb.webp,"[""#fcf1f8"", ""#4a285a""]","{""#fcf1f8"": 0.59, ""#4a285a"": 0.1438}",#fcf1f8,light neutral,"pricing cards, sidebar, feature list, grid layout, card list, video background","cool, retro, futuristic",0.75,Light neutral grid layout featuring pricing cards and a video background.,"cool, retro, grid, video-background, pricing-cards, futuristic",7
Lapa Ninja (Post),Matrix,https://www.lapa.ninja/post/matrix/,https://cdn.lapa.ninja/assets/images/1x/matrix-thumb.webp,"[""#f6f6f6"", ""#c4c7c8""]","{""#f6f6f6"": 0.7525, ""#c4c7c8"": 0.1277}",#f6f6f6,light neutral,"grid layout, large typography, rounded buttons, sidebar, icon list, feature list","minimal, modern, professional",0.75,Minimal grid layout with light neutral background and large typography.,"minimal, modern, professional, grid, typography, rounded-buttons",3
Lapa Ninja (Post),Lithic,https://www.lapa.ninja/post/lithic-2/,https://cdn.lapa.ninja/assets/images/1x/lithic-2-thumb.webp,"[""#f9f9f9"", ""#4564d6""]","{""#f9f9f9"": 0.8997, ""#4564d6"": 0.0515}",#f9f9f9,light neutral,"grid layout, rounded buttons, large typography, pricing cards, feature list, footer","minimal, modern, futuristic",0.75,Minimal grid layout with light neutral background and large typography.,"minimal, modern, neutral, grid, typography, futuristic",3
Lapa Ninja (Post),Oddit,https://www.lapa.ninja/post/oddit/,https://cdn.lapa.ninja/assets/images/1x/oddit-thumb.webp,"[""#f8fdfd""]","{""#f8fdfd"": 0.8836}",#f8fdfd,light neutral,"footer, large typography, sidebar, split screen, video background, rounded buttons","futuristic, modern, cool",0.75,Modern split screen layout with light neutral background and large typography.,"modern, futuristic, light, split-screen, large-typography, rounded-buttons",0
Lapa Ninja (Post),Linda Ikechukwu,https://www.lapa.ninja/post/lindaikechukwu/,https://cdn.lapa.ninja/assets/images/1x/lindaikechukwu-thumb.webp,"[""#f6f4f0"", ""#373736""]","{""#f6f4f0"": 0.6652, ""#373736"": 0.1332}",#f6f4f0,light neutral,"sidebar, grid layout, large typography, rounded buttons, centered hero, two-column layout","modern, professional, bold",0.75,Modern grid layout with light neutral background and large typography.,"modern, professional, grid, large-typography, rounded-buttons, centered-hero",3
Lapa Ninja (Post),Tinyman,https://www.lapa.ninja/post/tinyman/,https://cdn.lapa.ninja/assets/images/1x/tinyman-thumb.webp,"[""#3bc881"", ""#fdfdf9""]","{""#3bc881"": 0.4701, ""#fdfdf9"": 0.3087}",#3bc881,bright green,"rounded buttons, cta button, grid layout, pricing cards, sidebar, footer","modern, futuristic, cool",0.74,Modern grid layout with bright green pricing cards and rounded buttons.,"modern, grid, bright-green, rounded-buttons, pricing-cards, cool",7
Lapa Ninja (Post),Drex,https://www.lapa.ninja/post/drex/,https://cdn.lapa.ninja/assets/images/1x/drex-thumb.webp,"[""#e8e5dd"", ""#fefefe""]","{""#e8e5dd"": 0.1941, ""#fefefe"": 0.7601}",#e8e5dd,light muted orange,"rounded buttons, grid layout, pricing cards, large typography, sidebar, video background","minimal, modern, artistic",0.6,Minimal grid layout with light muted orange accents and rounded buttons.,"minimal, modern, light-muted-orange, grid, rounded-buttons, artistic",2
Lapa Ninja (Post),Thibaut Crépelle,https://www.lapa.ninja/post/thibaut/,https://cdn.lapa.ninja/assets/images/1x/thibaut-thumb.webp,"[""#010101"", ""#1c322b""]","{""#010101"": 0.8488, ""#1c322b"": 0.082}",#010101,dark neutral,"sidebar, video background, top navigation, data table, icon list, search bar","modern, retro, cool",0.75,Modern layout with dark neutral tones featuring a video background and top navigation.,"modern, dark, video-background, sidebar, navigation, data-table",6
Lapa Ninja (Post),Anyways,https://www.lapa.ninja/post/anyways/,https://cdn.lapa.ninja/assets/images/1x/anyways-thumb.webp,"[""#d9d6d5"", ""#f8f8f8""]","{""#d9d6d5"": 0.4316, ""#f8f8f8"": 0.1594}",#d9d6d5,light gray,"video background, grid layout, sidebar, top navigation, avatar, feature list","minimal, creative, professional",0.72,Minimal grid layout with light gray video background and top navigation.,"minimal, grid, light-gray, professional, video-background, creative",6
Lapa Ninja (Post),Litebox,https://www.lapa.ninja/post/litebox/,https://cdn.lapa.ninja/assets/images/1x/litebox-thumb.webp,"[""#f0efe8"", ""#22360f""]","{""#f0efe8"": 0.7267, ""#22360f"": 0.0947}",#f0efe8,light neutral,"large typography, rounded buttons, grid layout, pricing cards, two-column layout, sidebar","modern, minimal, professional",0.75,Modern grid layout with light neutral background and large typography.,"modern, minimal, light, grid, professional, typography",3
Lapa Ninja (Post),STR8FIRE,https://www.lapa.ninja/post/str8fire/,https://cdn.lapa.ninja/assets/images/1x/str8fire-thumb.webp,"[""#090e21"", ""#091744""]","{""#090e21"": 0.4899, ""#091744"": 0.3935}",#090e21,dark neutral,"video background, sidebar, rounded buttons, pricing cards, split screen, feature list","retro, modern, futuristic",0.74,Modern split screen layout with dark neutral video background and rounded buttons.,"modern, split-screen, dark-neutral, video-background, rounded-buttons, pricing-cards",5
Lapa Ninja (Post),Zero Studios,https://www.lapa.ninja/post/zero-2/,https://cdn.lapa.ninja/assets/images/1x/zero-2-thumb.webp,"[""#000000"", ""#59c5b2""]","{""#000000"": 0.4451, ""#59c5b2"": 0.3841}",#000000,dark neutral,"video background, hero image, sidebar, logo, split screen, centered hero","retro, creative, modern",0.72,Modern split screen layout with dark neutral video background and centered hero image.,"modern, creative, dark, split-screen, video-background, hero",5
Lapa Ninja (Post),Due,https://www.lapa.ninja/post/opendue/,https://cdn.lapa.ninja/assets/images/1x/opendue-thumb.webp,"[""#ffffff""]","{""#ffffff"": 0.9121}",#ffffff,light neutral,"pricing cards, rounded buttons, split screen, sidebar, large typography, video background","modern, creative, friendly",0.75,Modern split screen layout with light neutral background and large typography.,"modern, creative, friendly, split-screen, large-typography, pricing-cards",0
Lapa Ninja (Post),Bike Time,https://www.lapa.ninja/post/bike-time/,https://cdn.lapa.ninja/assets/images/1x/bike-time-thumb.webp,"[""#f3f1ef"", ""#282621""]","{""#f3f1ef"": 0.7523, ""#282621"": 0.08}",#f3f1ef,light neutral,"grid layout, large typography, top navigation, footer, rounded buttons, feature list","modern, futuristic, minimal",0.75,Modern grid layout with light neutral tones and large typography.,"modern, grid, light, minimal, typography, rounded-buttons",3
Lapa Ninja (Post),Underline Colorado Springs,https://www.lapa.ninja/post/underline/,https://cdn.lapa.ninja/assets/images/1x/underline-thumb.webp,"[""#fecee5"", ""#fef7ec""]","{""#fecee5"": 0.5161, ""#fef7ec"": 0.3612}",#fecee5,light bright red,"top navigation, pricing cards, sidebar, two-column layout, grid layout, rounded buttons","modern, futuristic, minimal",0.75,Modern two-column layout with light bright red pricing cards and rounded buttons.,"modern, minimal, light-bright-red, grid, pricing-cards, rounded-buttons",7
Lapa Ninja (Post),Guts Agency,https://www.lapa.ninja/post/guts/,https://cdn.lapa.ninja/assets/images/1x/guts-thumb.webp,"[""#010001"", ""#3220f0""]","{""#010001"": 0.7028, ""#3220f0"": 0.1566}",#010001,dark neutral,"rounded buttons, sidebar, split screen, large typography, search bar, feature list","futuristic, modern, cool",0.75,Modern split screen layout with dark neutral tones and large typography.,"modern, split-screen, dark-neutral, rounded-buttons, futuristic, cool",0
Lapa Ninja (Post),tbh,https://www.lapa.ninja/post/tbh/,https://cdn.lapa.ninja/assets/images/1x/tbh-thumb.webp,"[""#fcfaf8"", ""#afc49d""]","{""#fcfaf8"": 0.8542, ""#afc49d"": 0.0553}",#fcfaf8,light neutral,"grid layout, sidebar, split screen, rounded buttons, large typography, pricing cards","modern, minimal, bold",0.75,Modern split screen layout with light neutral background and large typography.,"modern, minimal, light, grid, bold, rounded-buttons",0
Lapa Ninja (Post),Little Plains,https://www.lapa.ninja/post/littleplains/,https://cdn.lapa.ninja/assets/images/1x/littleplains-thumb.webp,"[""#ffffff""]","{""#ffffff"": 0.983}",#ffffff,light neutral,"large typography, footer, rounded buttons, grid layout, pricing cards, top navigation","minimal, creative, modern",0.75,Minimal layout with light neutral tones featuring large typography and a grid structure.,"minimal, modern, light, grid, typography, creative, footer",3
Lapa Ninja (Post),BYPG,https://www.lapa.ninja/post/bypg/,https://cdn.lapa.ninja/assets/images/1x/bypg-thumb.webp,"[""#fededb"", ""#ea0412""]","{""#fededb"": 0.571, ""#ea0412"": 0.1729}",#fededb,light bright red,"large typography, rounded buttons, grid layout, sidebar, feature list, avatar","modern, bold, futuristic",0.75,Modern grid layout with light bright red typography and rounded buttons.,"modern, bold, light-red, grid, rounded-buttons, sidebar, feature-list",4
Lapa Ninja (Post),The Modern Dentist,https://www.lapa.ninja/post/themoderndentist/,https://cdn.lapa.ninja/assets/images/1x/themoderndentist-thumb.webp,"[""#e1dfdc"", ""#6ac2b4""]","{""#e1dfdc"": 0.5436, ""#6ac2b4"": 0.3035}",#e1dfdc,light gray,"split screen, rounded buttons, sidebar, grid layout, large typography, footer","modern, minimal, friendly",0.75,Modern split screen layout with light gray background and rounded buttons.,"modern, minimal, light-gray, rounded-buttons, grid, friendly",0
Lapa Ninja (Post),SĀDH,https://www.lapa.ninja/post/sadh/,https://cdn.lapa.ninja/assets/images/1x/sadh-thumb.webp,"[""#80a78c"", ""#a3bea7""]","{""#80a78c"": 0.3808, ""#a3bea7"": 0.3215}",#80a78c,muted green,"grid layout, sidebar, form, video background, avatar, carousel","retro, bold, serious",0.69,Retro grid layout with muted green sidebar and video background.,"retro, bold, muted-green, grid, serious, layout",6
Lapa Ninja (Post),Tricky Knot,https://www.lapa.ninja/post/trickyknot/,https://cdn.lapa.ninja/assets/images/1x/trickyknot-thumb.webp,"[""#3454a2"", ""#162d49""]","{""#3454a2"": 0.4917, ""#162d49"": 0.2121}",#3454a2,bright blue,"video background, split screen, sidebar, search bar, top navigation, feature list","modern, cool, futuristic",0.75,Modern split screen layout with bright blue video background and top navigation.,"modern, split-screen, bright-blue, video-background, sidebar, cool",5
Lapa Ninja (Post),Fasset,https://www.lapa.ninja/post/fasset/,https://cdn.lapa.ninja/assets/images/1x/fasset-thumb.webp,"[""#797b70"", ""#44382c""]","{""#797b70"": 0.4966, ""#44382c"": 0.285}",#797b70,muted gray,"feature list, rounded buttons, sidebar, pricing cards, form, footer","futuristic, modern, minimal",0.75,Modern layout with muted gray feature list and rounded buttons.,"modern, minimal, gray, rounded-buttons, sidebar, pricing-cards",2
Lapa Ninja (Post),Krepling,https://www.lapa.ninja/post/krepling/,https://cdn.lapa.ninja/assets/images/1x/krepling-thumb.webp,"[""#f8f8f8"", ""#e5d0e2""]","{""#f8f8f8"": 0.7846, ""#e5d0e2"": 0.1422}",#f8f8f8,light neutral,"pricing cards, feature list, top navigation, rounded buttons, footer, data table","modern, professional, minimal",0.75,Modern layout with light neutral background and rounded buttons for navigation.,"modern, professional, minimal, light, rounded-buttons, pricing-cards, data-table",7
